,Planet Name,Number of Stars,Number of Planets,Discovery Year,Controversial Flag,Orbital Period [days],Orbital Period Upper Unc. [days],Orbital Period Lower Unc. [days],Orbital Period Limit Flag,Orbit Semi-Major Axis [au],Orbit Semi-Major Axis Upper Unc. [au],Orbit Semi-Major Axis Lower Unc. [au],Orbit Semi-Major Axis Limit Flag,Planet Radius [Earth Radius],Planet Radius Upper Unc. [Earth Radius],Planet Radius Lower Unc. [Earth Radius],Planet Radius Limit Flag,Planet Radius [Jupiter Radius],Planet Radius Upper Unc. [Jupiter Radius],Planet Radius Lower Unc. [Jupiter Radius],Planet Radius Limit Flag,Planet Mass or Mass*sin(i) [Earth Mass],Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.,Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.,Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag,Planet Mass or Mass*sin(i) [Jupiter Mass],Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.,Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.,Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag,Planet Mass or Mass*sin(i) Provenance,Eccentricity,Eccentricity Upper Unc.,Eccentricity Lower Unc.,Eccentricity Limit Flag,Insolation Flux [Earth Flux],Insolation Flux Upper Unc. [Earth Flux],Insolation Flux Lower Unc. [Earth Flux],Insolation Flux Limit Flag,Equilibrium Temperature [K],Equilibrium Temperature Upper Unc. [K],Equilibrium Temperature Lower Unc. [K],Equilibrium Temperature Limit Flag,Data show Transit Timing Variations,Stellar Effective Temperature [K],Stellar Effective Temperature Upper Unc. [K],Stellar Effective Temperature Lower Unc. [K],Stellar Effective Temperature Limit Flag,Stellar Radius [Solar Radius],Stellar Radius Upper Unc. [Solar Radius],Stellar Radius Lower Unc. [Solar Radius],Stellar Radius Limit Flag,Stellar Mass [Solar mass],Stellar Mass Upper Unc. [Solar mass],Stellar Mass Lower Unc. [Solar mass],Stellar Mass Limit Flag,Stellar Metallicity [dex],Stellar Metallicity Upper Unc. [dex],Stellar Metallicity Lower Unc. [dex],Stellar Metallicity Limit Flag,Stellar Metallicity Ratio,Stellar Surface Gravity [log10(cm/s**2)],Stellar Surface Gravity Upper Unc. [log10(cm/s**2)],Stellar Surface Gravity Lower Unc. [log10(cm/s**2)],Stellar Surface Gravity Limit Flag,RA [deg],Dec [deg],Distance [pc],Distance [pc] Upper Unc,Distance [pc] Lower Unc,V (Johnson) Magnitude,V (Johnson) Magnitude Upper Unc,V (Johnson) Magnitude Lower Unc,Ks (2MASS) Magnitude,Ks (2MASS) Magnitude Upper Unc,Ks (2MASS) Magnitude Lower Unc,Gaia Magnitude,Gaia Magnitude Upper Unc,Gaia Magnitude Lower Unc
20,4 UMa b,1,1,2006,0,269.3,1.96,-1.96,0.0,0.87,0.04,-0.04,0.0,12.7,0.28,-0.22,0.0,1.13,0.025,-0.02,0.0,2256.5,508.5,-508.5,0.0,7.1,1.6,-1.6,0.0,3,0.432,0.024,-0.024,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4415.0,70.0,-70.0,0.0,18.11,1.47,-1.47,0.0,1.23,0.15,-0.15,0.0,-0.25,0.04,-0.04,0.0,1.0,1.8,0.15,-0.15,0.0,130.0528099,64.3280504,73.4603,1.18605,-1.18605,4.5801,0.023,-0.023,1.734,0.218,-0.218,4.23773,0.0047288,-0.0047288
21,42 Dra b,2,1,2008,0,479.1,6.2,-6.2,0.0,1.19,0.01,-0.01,0.0,13.0,0.28,-0.22,0.0,1.16,0.025,-0.02,0.0,1233.13,270.14,-270.14,0.0,3.88,0.85,-0.85,0.0,3,0.38,0.06,-0.06,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4200.0,70.0,-70.0,0.0,22.03,1.0,-1.0,0.0,0.98,0.05,-0.05,0.0,-0.46,0.05,-0.05,0.0,1.0,1.71,0.05,-0.05,0.0,276.4975053,65.5633652,90.6545,1.3227,-1.3227,4.8262,0.023,-0.023,2.085,0.216,-0.216,4.43216,0.006238,-0.006238
22,47 UMa b,1,3,1996,0,1078.0,2.0,-2.0,0.0,2.1,0.02,-0.02,0.0,13.2,0.28,-0.22,0.0,1.18,0.025,-0.02,0.0,804.08,22.25,-19.07,0.0,2.53,0.07,-0.06,0.0,3,0.032,0.014,-0.014,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5872.0,92.94,-113.53,0.0,1.21,0.04,-0.06,0.0,1.06,0.13,-0.14,0.0,0.04,0.1,-0.1,0.0,2.0,4.3,0.07,-0.07,0.0,164.8647611,40.4304931,13.7967,0.0289,-0.0289,5.03352,0.023,-0.023,3.75,0.34,-0.34,4.87837,0.0038294,-0.0038294
23,47 UMa c,1,3,2001,0,2391.0,100.0,-87.0,0.0,3.6,0.1,-0.1,0.0,14.2,0.28,-0.22,0.0,1.27,0.025,-0.02,0.0,171.621,20.976,-23.201,0.0,0.54,0.066,-0.073,0.0,3,0.098,0.047,-0.096,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5872.0,92.94,-113.53,0.0,1.21,0.04,-0.06,0.0,1.06,0.13,-0.14,0.0,0.04,0.1,-0.1,0.0,2.0,4.3,0.07,-0.07,0.0,164.8647611,40.4304931,13.7967,0.0289,-0.0289,5.03352,0.023,-0.023,3.75,0.34,-0.34,4.87837,0.0038294,-0.0038294
24,47 UMa d,1,3,2009,0,14002.0,4018.0,-5095.0,0.0,11.6,2.1,-2.9,0.0,13.5,0.28,-0.22,0.0,1.2,0.025,-0.02,0.0,521.22,92.17,-152.55,0.0,1.64,0.29,-0.48,0.0,3,0.16,0.09,-0.16,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5872.0,92.94,-113.53,0.0,1.21,0.04,-0.06,0.0,1.06,0.13,-0.14,0.0,0.04,0.1,-0.1,0.0,2.0,4.3,0.07,-0.07,0.0,164.8647611,40.4304931,13.7967,0.0289,-0.0289,5.03352,0.023,-0.023,3.75,0.34,-0.34,4.87837,0.0038294,-0.0038294
25,51 Eri b,3,1,2015,0,11688.0,6209.25,-3287.25,0.0,13.2,0.2,-0.2,0.0,13.4,0.28,-0.22,0.0,1.19,0.025,-0.02,0.0,635.66,20.65895,-19.443815,0.0,2.0,0.066,-0.06055,0.0,4,0.45,0.1,-0.15,0.0,98.435,6.43,-5.6,0.0,700.0,21.0,-21.0,0.0,0,7295.0,120.09,-98.99,0.0,1.49,0.05,-0.06,0.0,1.75,0.05,-0.05,0.0,-0.027,0.045,-0.045,0.0,2.0,4.31,0.09,-0.07,0.0,69.4007424,-2.4738245,29.7575,0.1213,-0.1203,5.21149,0.023,-0.023,4.537,0.024,-0.024,5.15806,0.0023075,-0.0023075
26,51 Peg b,1,1,1995,0,4.230785,3.6e-05,-3.6e-05,0.0,0.0527,0.003,-0.003,0.0,14.3,0.28,-0.22,0.0,1.27,0.025,-0.02,0.0,146.2018,19.0698,-3.1783,0.0,0.46,0.06,-0.01,0.0,4,0.013,0.012,-0.012,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5758.0,101.62,-119.62,0.0,1.18,0.07,-0.04,0.0,1.03,0.17,-0.09,0.0,0.18,0.1,-0.1,0.0,2.0,4.31,0.08,-0.06,0.0,344.3675399,20.7690958,15.4614,0.0297,-0.0297,5.45309,0.023,-0.023,3.911,0.021,-0.021,5.28647,0.002768,-0.002768
27,55 Cnc b,2,5,1996,0,14.6516,0.0001,-0.0001,0.0,0.1134,0.0006,-0.0006,0.0,13.9,0.28,-0.22,0.0,1.24,0.025,-0.02,0.0,263.9785,1.0488,-1.0488,0.0,0.8306,0.0033,-0.0033,0.0,4,0.0,0.01,-0.01,0.0,98.435,6.43,-5.6,0.0,700.0,21.0,-21.0,0.0,0,5172.0,18.0,-18.0,0.0,0.94,0.01,-0.01,0.0,0.91,0.02,-0.02,0.0,0.35,0.1,-0.1,0.0,1.0,4.43,0.02,-0.02,0.0,133.1468373,28.3298154,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036,-0.036,5.72973,0.0008523,-0.0008523
28,55 Cnc c,2,5,2004,0,44.3989,0.0042,-0.0043,0.0,0.2373,0.0013,-0.0013,0.0,8.51,0.28,-0.22,0.0,0.76,0.025,-0.02,0.0,54.4738,1.748,-1.748,0.0,0.1714,0.0055,-0.0055,0.0,4,0.03,0.02,-0.02,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5172.0,18.0,-18.0,0.0,0.94,0.01,-0.01,0.0,0.91,0.02,-0.02,0.0,0.35,0.1,-0.1,0.0,1.0,4.43,0.02,-0.02,0.0,133.1468373,28.3298154,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036,-0.036,5.72973,0.0008523,-0.0008523
29,55 Cnc d,2,5,2002,0,5574.2,93.8,-88.6,0.0,5.957,0.074,-0.071,0.0,13.0,0.28,-0.22,0.0,1.16,0.025,-0.02,0.0,1232.493,21.612,-21.612,0.0,3.878,0.068,-0.068,0.0,4,0.13,0.02,-0.02,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5172.0,18.0,-18.0,0.0,0.94,0.01,-0.01,0.0,0.91,0.02,-0.02,0.0,0.35,0.1,-0.1,0.0,1.0,4.43,0.02,-0.02,0.0,133.1468373,28.3298154,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036,-0.036,5.72973,0.0008523,-0.0008523
30,55 Cnc e,2,5,2004,0,0.7365474,1.3e-06,-1.4e-06,0.0,0.01544,5e-05,-5e-05,0.0,1.875,0.029,-0.029,0.0,0.167,0.003,-0.003,0.0,7.99,0.32,-0.33,0.0,0.02514,0.00101,-0.00104,0.0,4,0.05,0.03,-0.03,0.0,2657.83,6.43,-5.6,0.0,1958.0,15.0,-15.0,0.0,0,5172.0,18.0,-18.0,0.0,0.94,0.01,-0.01,0.0,0.91,0.02,-0.02,0.0,0.35,0.1,-0.1,0.0,1.0,4.43,0.02,-0.02,0.0,133.1468373,28.3298154,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036,-0.036,5.72973,0.0008523,-0.0008523
31,55 Cnc f,2,5,2007,0,259.88,0.29,-0.29,0.0,0.7708,0.0043,-0.0044,0.0,7.59,0.28,-0.22,0.0,0.677,0.025,-0.02,0.0,44.812,3.814,-3.814,0.0,0.141,0.012,-0.012,0.0,4,0.08,0.05,-0.04,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5172.0,18.0,-18.0,0.0,0.94,0.01,-0.01,0.0,0.91,0.02,-0.02,0.0,0.35,0.1,-0.1,0.0,1.0,4.43,0.02,-0.02,0.0,133.1468373,28.3298154,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036,-0.036,5.72973,0.0008523,-0.0008523
32,6 Lyn b,1,1,2008,0,934.3,8.6,-8.6,0.0,2.11,0.11,-0.11,0.0,13.4,0.28,-0.22,0.0,1.19,0.025,-0.02,0.0,638.8383,24.47291,-24.47291,0.0,2.01,0.077,-0.077,0.0,3,0.073,0.036,-0.036,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4938.0,88.0,-88.0,0.0,5.2,0.06,-0.05,0.0,1.44,0.05,-0.05,0.0,-0.13,0.02,-0.02,0.0,1.0,3.19,0.06,-0.08,0.0,97.6960311,58.1611753,54.6599,0.2734,-0.2734,5.87307,0.023,-0.023,3.701,0.3,-0.3,5.60686,0.001085,-0.001085
33,61 Vir b,1,3,2009,0,4.215,0.0006,-0.0006,0.0,0.050201,5e-06,-5e-06,0.0,2.11,0.28,-0.22,0.0,0.188,0.025,-0.02,0.0,5.1,0.5,-0.5,0.0,0.016,0.002,-0.002,0.0,3,0.12,0.11,-0.11,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5577.0,33.0,-33.0,0.0,0.96,0.01,-0.01,0.0,0.94,0.03,-0.03,0.0,-0.01,0.1,-0.1,0.0,1.0,4.34,0.03,-0.03,0.0,199.596455,-18.3157745,8.50332,0.01737,-0.0173,4.6955,0.0462,-0.0462,2.956,0.236,-0.236,4.54052,0.0055701,-0.0055701
34,61 Vir c,1,3,2009,0,38.021,0.034,-0.034,0.0,0.2175,0.0001,-0.0001,0.0,4.46,0.28,-0.22,0.0,0.398,0.025,-0.02,0.0,18.2,1.1,-1.1,0.0,0.057,0.003,-0.003,0.0,3,0.14,0.06,-0.06,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5577.0,33.0,-33.0,0.0,0.96,0.01,-0.01,0.0,0.94,0.03,-0.03,0.0,-0.01,0.1,-0.1,0.0,1.0,4.34,0.03,-0.03,0.0,199.596455,-18.3157745,8.50332,0.01737,-0.0173,4.6955,0.0462,-0.0462,2.956,0.236,-0.236,4.54052,0.0055701,-0.0055701
35,61 Vir d,1,3,2009,0,123.01,0.55,-0.55,0.0,0.476,0.001,-0.001,0.0,5.11,0.28,-0.22,0.0,0.456,0.025,-0.02,0.0,22.9,2.6,-2.6,0.0,0.072,0.008,-0.008,0.0,3,0.35,0.09,-0.09,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5577.0,33.0,-33.0,0.0,0.96,0.01,-0.01,0.0,0.94,0.03,-0.03,0.0,-0.01,0.1,-0.1,0.0,1.0,4.34,0.03,-0.03,0.0,199.596455,-18.3157745,8.50332,0.01737,-0.0173,4.6955,0.0462,-0.0462,2.956,0.236,-0.236,4.54052,0.0055701,-0.0055701
36,7 CMa b,1,2,2011,0,735.1,14.8,-1.0,0.0,1.758,0.024,-0.001,0.0,13.4,0.28,-0.22,0.0,1.2,0.025,-0.02,0.0,587.9855,19.0698,-19.0698,0.0,1.85,0.06,-0.06,0.0,2,0.06,0.03,-0.03,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4826.0,45.0,-55.0,0.0,4.87,0.17,-0.14,0.0,1.34,0.11,-0.12,0.0,0.21,0.1,-0.1,0.0,1.0,3.19,0.06,-0.07,0.0,99.171276,-19.2561808,19.8101,0.1648,-0.1648,3.95,0.03,-0.03,1.564,0.252,-0.252,3.67853,0.0041348,-0.0041348
37,7 CMa c,1,2,2019,0,996.0,1.5,-52.4,0.0,2.153,0.003,-0.08,0.0,13.9,0.28,-0.22,0.0,1.24,0.025,-0.02,0.0,276.5121,19.0698,-19.0698,0.0,0.87,0.06,-0.06,0.0,2,0.08,0.05,-0.04,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4826.0,45.0,-55.0,0.0,4.87,0.17,-0.14,0.0,1.34,0.11,-0.12,0.0,0.21,0.1,-0.1,0.0,1.0,3.19,0.06,-0.07,0.0,99.171276,-19.2561808,19.8101,0.1648,-0.1648,3.95,0.03,-0.03,1.564,0.252,-0.252,3.67853,0.0041348,-0.0041348
38,70 Vir b,1,1,1996,0,116.688,0.0054,-0.0054,0.0,0.481,0.022,-0.022,0.0,12.6,0.28,-0.22,0.0,1.13,0.025,-0.02,0.0,2380.45,193.87,-193.87,0.0,7.49,0.61,-0.61,0.0,4,0.3988,0.0019,-0.0019,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5495.0,88.0,-88.0,0.0,1.89,0.06,-0.05,0.0,1.09,0.05,-0.05,0.0,-0.09,0.03,-0.03,0.0,1.0,3.95,0.06,-0.08,0.0,202.1064898,13.7763085,17.9011,0.056,-0.0557,4.96808,0.023,-0.023,3.5,0.294,-0.294,4.76178,0.0044158,-0.0044158
39,75 Cet b,2,1,2012,0,691.9,3.6,-3.6,0.0,2.1,0.003,-0.003,0.0,13.1,0.28,-0.22,0.0,1.17,0.025,-0.02,0.0,953.49,20.65895,-19.443815,0.0,3.0,0.066,-0.06055,0.0,3,0.117,0.048,-0.048,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4846.0,18.0,-18.0,0.0,10.5,1.0,-1.0,0.0,2.49,0.02,-0.27,0.0,0.0,0.04,-0.04,0.0,1.0,2.63,0.05,-0.05,0.0,38.0391598,-1.0350269,82.9613,0.72365,-0.72365,5.3532,0.023,-0.023,3.207,0.272,-0.272,5.09343,0.0039324,-0.0039324
40,8 UMi b,1,1,2015,0,93.4,4.5,-4.5,0.0,0.49,0.02,-0.02,0.0,13.6,0.28,-0.22,0.0,1.22,0.025,-0.02,0.0,416.3573,50.8528,-50.8528,0.0,1.31,0.16,-0.16,0.0,3,0.06,0.09,-0.09,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4847.0,7.0,-7.0,0.0,10.3,0.57,-0.57,0.0,1.44,0.19,-0.19,0.0,-0.03,0.1,-0.1,0.0,1.0,2.57,0.03,-0.03,0.0,224.201685,74.9009379,162.552,0.651,-0.646,6.83295,0.023,-0.023,4.515,0.02,-0.02,6.55896,0.000237,-0.000237
41,81 Cet b,1,1,2008,0,952.7,8.8,-8.8,0.0,2.5,0.003,-0.003,0.0,12.8,0.28,-0.22,0.0,1.14,0.025,-0.02,0.0,1684.4,20.65895,-19.443815,0.0,5.3,0.066,-0.06055,0.0,3,0.206,0.029,-0.029,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4785.0,25.0,-25.0,0.0,11.0,2.0,-1.0,0.0,2.4,0.1,-0.4,0.0,-0.06,0.03,-0.03,0.0,1.0,2.35,0.08,-0.08,0.0,39.4243555,-3.3963607,101.26,1.222,-1.222,5.64307,0.023,-0.023,3.266,0.258,-0.258,5.37588,0.0031065,-0.0031065
42,91 Aqr b,3,1,2013,0,181.4,0.1,-0.1,0.0,0.7,0.003,-0.003,0.0,13.1,0.28,-0.22,0.0,1.17,0.025,-0.02,0.0,1017.0,20.65895,-19.443815,0.0,3.2,0.066,-0.06055,0.0,3,0.027,0.026,-0.026,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4665.0,18.0,-18.0,0.0,11.0,0.1,-0.1,0.0,1.4,0.1,-0.1,0.0,-0.03,0.1,-0.1,0.0,1.0,2.52,0.05,-0.05,0.0,348.9745031,-9.0878076,44.0304,0.51325,-0.51325,4.23946,0.023,-0.023,1.597,0.236,-0.236,3.95311,0.008843,-0.008843
43,AB Aur b,1,1,2022,0,11.558337715,0.0001,-0.0001,0.0,93.9,49.3,-49.3,0.0,12.5,0.28,-0.22,0.0,1.12,0.025,-0.02,0.0,2860.45566,20.65895,-19.443815,0.0,9.0,0.066,-0.06055,0.0,4,0.4,0.2,-0.21,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,9770.0,100.0,-100.0,0.0,2.96,0.1,-0.07,0.0,2.4,0.2,-0.2,0.0,0.02,0.1,-0.1,0.0,1.0,3.77,0.09,-0.07,0.0,73.9410446,30.5510888,162.127,1.526,-1.498,7.076,0.042,-0.042,4.23,0.016,-0.016,7.07854,0.001049,-0.001049
44,AB Pic b,1,1,2005,0,11.558337715,0.0001,-0.0001,0.0,260.0,0.003,-0.003,0.0,12.3,0.28,-0.22,0.0,1.1,0.025,-0.02,0.0,4290.5,158.9,-158.9,0.0,13.5,0.5,-0.5,0.0,4,0.0,0.05,-0.042,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5285.0,10.0,-9.0,0.0,1.0,0.03,-0.02,0.0,0.9,0.1,-0.1,0.0,0.04,0.02,-0.02,0.0,1.0,4.53,0.01,-0.01,0.0,94.8039208,-58.0541184,50.0475,0.0735,-0.0733,9.13,0.03,-0.03,6.981,0.024,-0.024,8.8378,0.001332,-0.001332
45,AF Lep b,1,1,2023,0,8030.0,1800.0,-1800.0,0.0,8.4,1.1,-1.3,0.0,13.1,0.28,-0.22,0.0,1.17,0.025,-0.02,0.0,1017.0509,222.47988,-190.69704,0.0,3.2,0.7,-0.6,0.0,4,0.24,0.27,-0.15,0.0,98.435,6.43,-5.6,0.0,1400.0,300.0,-300.0,0.0,0,6130.0,60.0,-60.0,0.0,1.25,0.06,-0.06,0.0,1.2,0.06,-0.06,0.0,0.19,0.02,-0.02,0.0,1.0,4.4,0.06,-0.08,0.0,81.7699216,-11.9011752,26.8564,0.0189,-0.0188,6.332,0.035,-0.035,4.926,0.021,-0.021,6.18644,0.0011395,-0.0011395
46,AU Mic b,1,2,2020,0,8.4629991,0.0001,-0.0001,0.0,0.0645,0.0013,-0.0013,0.0,4.07,0.17,-0.17,0.0,0.363,0.015,-0.015,0.0,20.12,1.57,-1.72,0.0,0.0633,0.00494,-0.00541,0.0,4,0.186,0.036,-0.035,0.0,76.64,6.43,-5.6,0.0,593.0,21.0,-21.0,0.0,1,3588.0,87.0,-87.0,0.0,0.7,0.02,-0.02,0.0,0.5,0.03,-0.03,0.0,0.02,0.1,-0.1,0.0,1.0,4.39,0.03,-0.03,0.0,311.2911369,-31.34245,9.7221,0.004625,-0.004625,8.81,0.1,-0.1,4.529,0.02,-0.02,7.84038,0.000731,-0.000731
47,AU Mic c,1,2,2021,0,18.858991,0.0001,-0.0001,0.0,0.1101,0.002,-0.002,0.0,3.24,0.16,-0.16,0.0,0.289,0.014,-0.014,0.0,9.6,2.07,-2.31,0.0,0.0302,0.00651,-0.00727,0.0,4,0.041,0.047,-0.026,0.0,98.435,6.43,-5.6,0.0,454.0,16.0,-16.0,0.0,0,3700.0,100.0,-100.0,0.0,0.75,0.03,-0.03,0.0,0.5,0.03,-0.03,0.0,0.02,0.1,-0.1,0.0,1.0,4.39,0.03,-0.03,0.0,311.2911369,-31.34245,9.7221,0.004625,-0.004625,8.81,0.1,-0.1,4.529,0.02,-0.02,7.84038,0.000731,-0.000731
48,BD+03 2562 b,1,1,2017,0,481.9,2.7,-2.8,0.0,1.3,0.1,-0.1,0.0,12.7,0.28,-0.22,0.0,1.13,0.025,-0.02,0.0,2034.112,413.179,-413.179,0.0,6.4,1.3,-1.3,0.0,3,0.2,0.12,-0.08,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4095.0,20.0,-20.0,0.0,32.35,8.82,-8.82,0.0,1.14,0.25,-0.25,0.0,-0.71,0.09,-0.09,0.0,1.0,1.89,0.1,-0.1,0.0,177.5647268,2.7601075,1070.63,63.875,-63.875,9.577,0.008,-0.008,6.021,0.021,-0.021,8.9977,0.000292,-0.000292
49,BD+14 4559 b,1,1,2009,0,268.94,0.99,-0.99,0.0,0.78,0.05,-0.05,0.0,13.8,0.28,-0.22,0.0,1.23,0.025,-0.02,0.0,330.5432,149.3801,-149.3801,0.0,1.04,0.47,-0.47,0.0,3,0.29,0.03,-0.03,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4864.0,101.0,-101.0,0.0,0.86,0.04,-0.04,0.0,0.49,0.33,-0.33,0.0,0.17,0.1,-0.1,0.0,1.0,4.26,0.29,-0.29,0.0,318.4010002,14.6893834,49.352,0.0846,-0.0844,9.78,0.03,-0.03,7.336,0.023,-0.023,9.35108,0.000253,-0.000253
50,BD+15 2375 b,1,1,2016,0,153.22,0.44,-0.44,0.0,0.576,0.027,-0.027,0.0,13.8,0.28,-0.22,0.0,1.23,0.025,-0.02,0.0,337.21763,85.8141,-85.8141,0.0,1.061,0.27,-0.27,0.0,3,0.001,0.25,-0.001,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4649.0,30.0,-30.0,0.0,8.95,1.45,-1.45,0.0,1.08,0.14,-0.14,0.0,-0.22,0.08,-0.08,0.0,1.0,2.61,0.12,-0.12,0.0,176.4820239,14.6163182,768.045,45.038,-45.038,10.41,0.01,-0.01,7.718,0.017,-0.017,9.9918,0.000458,-0.000458
51,BD+15 2940 b,1,1,2013,0,137.48,0.34,-0.34,0.0,0.539,0.003,-0.003,0.0,13.7,0.28,-0.22,0.0,1.23,0.025,-0.02,0.0,352.78,20.65895,-19.443815,0.0,1.11,0.066,-0.06055,0.0,3,0.26,0.1,-0.1,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4796.0,117.0,-117.0,0.0,14.7,2.8,-2.8,0.0,1.1,0.2,-0.2,0.0,0.28,0.07,-0.07,0.0,1.0,2.8,0.45,-0.45,0.0,240.09564,15.5467507,426.42,6.44,-6.44,9.01,0.03,-0.03,6.525,0.016,-0.016,8.7178,0.000291,-0.000291
52,BD+20 2457 b,1,2,2009,0,379.63,2.01,-2.01,0.0,1.45,0.003,-0.003,0.0,12.1,0.28,-0.22,0.0,1.08,0.025,-0.02,0.0,6807.63,20.65895,-19.443815,0.0,21.42,0.066,-0.06055,0.0,3,0.15,0.03,-0.03,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4137.0,10.0,-10.0,0.0,49.0,26.0,-26.0,0.0,2.8,1.5,-1.5,0.0,-1.0,0.07,-0.07,0.0,1.0,1.51,0.05,-0.05,0.0,154.186782,19.8912626,1539.71,189.925,-189.925,9.743,0.008,-0.008,6.42,0.021,-0.021,9.22684,0.000442,-0.000442
53,BD+20 2457 c,1,2,2009,0,621.99,10.2,-10.2,0.0,2.01,0.003,-0.003,0.0,12.4,0.28,-0.22,0.0,1.1,0.025,-0.02,0.0,3963.17,20.65895,-19.443815,0.0,12.47,0.066,-0.06055,0.0,3,0.18,0.06,-0.06,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4137.0,10.0,-10.0,0.0,49.0,26.0,-26.0,0.0,2.8,1.5,-1.5,0.0,-1.0,0.07,-0.07,0.0,1.0,1.51,0.05,-0.05,0.0,154.186782,19.8912626,1539.71,189.925,-189.925,9.743,0.008,-0.008,6.42,0.021,-0.021,9.22684,0.000442,-0.000442
54,BD+20 274 b,1,1,2012,0,578.2,5.4,-5.4,0.0,1.3,0.003,-0.003,0.0,13.0,0.28,-0.22,0.0,1.16,0.025,-0.02,0.0,1334.886,20.65895,-19.443815,0.0,4.2,0.066,-0.06055,0.0,3,0.21,0.06,-0.06,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4296.0,10.0,-10.0,0.0,17.3,0.9,-0.9,0.0,0.8,0.2,-0.2,0.0,-0.46,0.07,-0.07,0.0,1.0,1.99,0.05,-0.05,0.0,25.9203179,21.0052692,1322.51,80.535,-80.535,9.367,0.008,-0.008,6.169,0.027,-0.027,8.91613,0.000468,-0.000468
55,BD+20 594 b,1,1,2016,0,41.6855,0.003,-0.003,0.0,0.241,0.019,-0.017,0.0,2.578,0.112,-0.112,0.0,0.23,0.01,-0.01,0.0,22.2481,9.5349,-9.5349,0.0,0.07,0.03,-0.03,0.0,4,0.0,0.05,-0.042,0.0,98.435,6.43,-5.6,0.0,546.0,19.0,-18.0,0.0,0,5766.0,99.0,-99.0,0.0,1.08,0.06,-0.06,0.0,1.67,0.4,-0.4,0.0,-0.15,0.1,-0.1,0.0,1.0,4.5,0.08,-0.08,0.0,53.6511231,20.5990205,179.461,1.257,-1.24,10.849,0.012,-0.012,9.368,0.018,-0.018,10.8644,0.000249,-0.000249
